TIME1,seq,totaltrips,avgdistance,avgfare,avgtriptime,weekday
2016-01-13T09:00:00Z,298,290,1.04479310344828,8.94872413793103,579.931034482759,Wednesday
2016-01-13T10:00:00Z,299,219,1.05461187214612,9.20018264840183,570.958904109589,Wednesday
2016-01-13T11:00:00Z,300,156,1.38807692307692,9.69179487179487,536.153846153846,Wednesday
2016-01-13T12:00:00Z,301,142,1.70401408450704,11.1419718309859,585.633802816901,Wednesday
2016-01-13T13:00:00Z,302,122,2.43139344262295,11.2491803278689,559.180327868853,Wednesday
2016-01-13T14:00:00Z,303,130,2.01407692307692,11.9999230769231,557.538461538462,Wednesday
2016-01-13T15:00:00Z,304,131,2.68007633587786,15.2577099236641,734.656488549618,Wednesday
2016-01-13T16:00:00Z,305,106,17.5952830188679,11.942641509434,691.698113207547,Wednesday
2016-01-13T17:00:00Z,306,197,2.40812182741117,13.25,844.568527918782,Wednesday
2016-01-13T18:00:00Z,307,204,2.66828431372549,16.495931372549,960.882352941177,Wednesday
2016-01-13T19:00:00Z,308,199,2.78889447236181,16.0249246231156,854.170854271357,Wednesday
2016-01-13T20:00:00Z,309,106,2.17452830188679,13.0328301886792,682.641509433962,Wednesday
2016-01-13T21:00:00Z,310,87,2.07471264367816,12.1598850574713,540.689655172414,Wednesday
2016-01-13T22:00:00Z,311,89,3.54831460674157,16.3366292134831,707.865168539326,Wednesday
2016-01-13T23:00:00Z,312,97,3.15051546391753,15.6615463917526,628.453608247423,Wednesday
2016-01-14T00:00:00Z,313,64,1.8390625,13.5796875,629.0625,Thursday
